state,account_length,area_code,phone_number,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,international_plan,voice_mail_plan,outcome
?,?,?,167.0,0.0,?,131.0,31.37,?,?,?,188.9,114.0,8.5,13.1,?,?,1.0,?,?,0
?,183.0,415.0,4293.0,?,211.9,126.0,36.02,?,125.0,19.07,226.2,?,?,?,2.0,3.73,?,0.0,1.0,0
8.0,129.0,?,?,?,161.3,122.0,?,220.6,?,18.75,?,104.0,10.11,9.6,?,?,1.0,0.0,0.0,0
34.0,?,?,?,0.0,162.9,?,27.69,243.6,97.0,20.71,172.4,?,7.76,?,?,1.89,?,?,0.0,0
50.0,80.0,510.0,?,?,101.1,?,17.19,263.2,110.0,?,137.7,?,?,7.3,?,1.97,0.0,0.0,0.0,0
34.0,?,415.0,?,?,143.4,?,24.38,?,?,?,?,?,?,9.7,6.0,2.62,2.0,?,0.0,0
36.0,?,415.0,?,?,166.5,101.0,28.31,?,?,?,126.2,?,?,10.2,?,2.75,?,1.0,?,0
25.0,193.0,?,?,0.0,?,124.0,29.05,132.3,?,11.25,?,89.0,?,?,?,?,1.0,0.0,0.0,0
21.0,?,?,1387.0,?,?,?,49.79,?,?,16.97,255.3,?,?,?,7.0,?,?,?,?,1
41.0,72.0,?,?,38.0,?,116.0,14.33,?,?,22.71,167.7,?,7.55,?,?,?,4.0,?,1.0,1
40.0,?,408.0,470.0,0.0,?,?,46.58,?,?,22.36,?,93.0,8.82,?,?,3.05,3.0,?,0.0,1
44.0,?,?,4191.0,?,212.9,80.0,?,?,57.0,?,187.6,?,?,8.8,?,2.38,?,?,?,0
?,78.0,?,1279.0,?,?,?,31.59,251.6,?,?,202.8,86.0,9.13,?,?,3.59,2.0,0.0,?,0
?,?,?,?,0.0,?,119.0,27.73,249.4,?,21.2,?,77.0,7.57,?,?,2.43,1.0,?,?,0
16.0,?,?,389.0,28.0,?,126.0,29.89,?,?,?,?,72.0,5.78,?,?,3.08,?,1.0,1.0,0
5.0,139.0,415.0,?,0.0,?,103.0,23.48,164.5,100.0,13.98,?,?,?,?,2.0,?,1.0,0.0,0.0,0
?,?,?,1619.0,0.0,?,101.0,?,?,?,?,?,113.0,?,?,?,3.13,?,?,?,0
?,?,415.0,?,?,?,?,?,183.6,63.0,?,?,?,?,7.1,3.0,1.92,?,?,?,0
33.0,?,?,?,0.0,110.9,54.0,18.85,?,?,?,?,?,8.38,?,?,2.13,2.0,0.0,?,0
?,?,415.0,489.0,0.0,?,127.0,?,176.8,?,15.03,240.0,111.0,10.8,10.7,3.0,?,0.0,0.0,0.0,0
7.0,?,?,120.0,0.0,?,102.0,?,?,?,20.67,?,90.0,11.76,?,?,?,1.0,0.0,?,0
23.0,100.0,415.0,?,?,159.9,?,?,?,95.0,15.29,154.4,?,?,11.6,2.0,3.13,?,?,?,1
?,?,510.0,4622.0,?,248.6,?,42.26,148.9,85.0,12.66,172.5,?,?,?,4.0,?,?,?,?,0
1.0,?,?,196.0,28.0,?,78.0,?,?,100.0,?,?,?,9.28,8.0,?,2.16,3.0,?,?,0
17.0,66.0,510.0,1120.0,33.0,88.8,104.0,15.1,109.6,?,?,?,107.0,7.77,?,?,?,3.0,0.0,1.0,0
?,?,?,1037.0,25.0,?,82.0,?,?,?,?,?,?,10.25,9.0,?,2.43,?,?,1.0,0
28.0,118.0,415.0,2698.0,0.0,77.6,?,?,?,?,10.79,191.0,79.0,?,?,?,?,?,?,0.0,0
24.0,?,415.0,4644.0,?,201.1,?,?,?,93.0,18.4,217.4,?,?,11.5,4.0,3.11,?,0.0,0.0,0
39.0,125.0,408.0,4360.0,0.0,113.0,?,19.21,?,107.0,?,?,?,?,9.2,5.0,?,?,?,0.0,1
3.0,73.0,?,?,0.0,?,130.0,29.82,?,?,?,?,85.0,5.51,?,4.0,3.29,0.0,?,0.0,0
?,?,?,908.0,?,?,105.0,?,224.6,118.0,?,?,105.0,9.96,?,?,2.43,1.0,?,?,0
?,?,415.0,?,39.0,214.1,?,36.4,?,?,?,189.7,?,?,10.1,3.0,2.73,?,?,?,0
18.0,115.0,415.0,3074.0,?,170.5,107.0,28.99,217.2,77.0,18.46,225.7,?,10.16,13.6,5.0,3.67,6.0,?,?,0
1.0,197.0,?,?,0.0,127.3,?,?,222.3,115.0,?,173.9,?,?,?,5.0,?,?,1.0,?,1
?,101.0,?,?,0.0,257.3,84.0,43.74,?,115.0,15.71,?,109.0,4.9,13.5,7.0,3.65,0.0,?,0.0,0
9.0,99.0,?,?,0.0,?,93.0,?,?,?,?,?,67.0,?,12.4,?,3.35,0.0,0.0,0.0,0
14.0,103.0,?,2900.0,0.0,?,?,?,?,97.0,17.07,251.1,?,?,?,?,?,?,0.0,0.0,0
36.0,51.0,?,?,?,?,102.0,?,?,?,?,?,84.0,5.09,11.9,?,?,?,0.0,0.0,0
3.0,165.0,?,?,23.0,184.7,63.0,31.4,168.0,62.0,14.28,176.1,?,?,?,5.0,?,?,0.0,?,0
24.0,128.0,?,?,0.0,221.0,109.0,?,219.0,?,18.62,?,?,?,?,?,2.32,3.0,0.0,0.0,0
?,70.0,510.0,?,?,126.3,?,?,?,106.0,?,255.9,?,?,?,?,2.59,0.0,?,?,0
?,?,?,?,?,242.1,?,41.16,?,150.0,19.99,?,?,?,10.0,5.0,2.7,?,0.0,0.0,1
43.0,121.0,415.0,1118.0,?,?,100.0,14.64,259.8,113.0,?,?,79.0,6.66,9.1,?,?,2.0,0.0,0.0,0
?,97.0,?,?,?,?,96.0,?,169.8,?,?,194.1,63.0,?,11.9,3.0,?,?,0.0,0.0,1
?,?,?,2958.0,35.0,182.8,?,31.08,?,119.0,?,?,?,?,?,2.0,?,1.0,0.0,?,0
19.0,97.0,510.0,?,?,272.8,?,46.38,216.5,113.0,?,?,?,?,6.1,?,1.65,?,?,?,1
8.0,?,415.0,?,?,140.7,?,?,?,?,17.93,229.9,?,?,12.4,?,3.35,?,?,?,0
32.0,?,?,?,?,?,115.0,?,184.8,137.0,15.71,176.1,?,?,?,6.0,?,?,0.0,0.0,0
?,130.0,?,?,0.0,162.0,62.0,27.54,?,?,23.64,197.5,82.0,8.89,?,?,2.46,?,0.0,?,0
38.0,?,415.0,3491.0,?,228.4,113.0,?,?,103.0,13.88,248.0,?,11.16,7.8,6.0,2.11,1.0,?,?,0
33.0,?,415.0,?,?,?,69.0,25.5,285.9,73.0,?,?,?,8.58,?,?,2.54,0.0,1.0,0.0,0
46.0,83.0,510.0,3540.0,37.0,133.1,?,?,171.4,89.0,?,218.1,92.0,?,10.9,?,?,?,?,1.0,0
?,?,?,?,?,?,?,40.07,223.0,?,?,?,116.0,13.39,9.9,?,2.67,2.0,?,?,0
?,?,?,?,?,?,?,46.58,?,?,16.34,?,141.0,5.67,11.9,2.0,3.21,?,0.0,1.0,0
?,92.0,?,?,0.0,201.9,74.0,?,?,?,19.28,217.5,80.0,9.79,13.7,?,3.7,3.0,?,?,0
?,?,?,?,?,177.9,83.0,30.24,?,?,14.22,?,142.0,10.07,15.2,8.0,?,?,0.0,?,0
?,?,?,1098.0,?,153.5,94.0,26.1,?,?,21.39,?,99.0,8.2,8.5,?,2.3,1.0,0.0,?,0
48.0,63.0,510.0,?,?,152.2,?,25.87,?,91.0,?,195.7,103.0,8.81,12.3,?,3.32,?,0.0,?,0
37.0,?,?,1119.0,?,152.0,86.0,25.84,?,61.0,?,161.9,98.0,7.29,9.3,3.0,?,1.0,0.0,0.0,0
14.0,85.0,?,?,0.0,?,95.0,31.79,?,?,13.91,?,105.0,9.55,?,2.0,?,2.0,?,?,0
?,98.0,?,?,0.0,?,71.0,26.93,306.6,?,26.06,?,93.0,6.49,2.1,?,?,1.0,?,0.0,0
?,136.0,510.0,?,0.0,?,90.0,43.66,230.1,?,19.56,?,82.0,6.46,9.1,10.0,2.46,3.0,1.0,0.0,0
?,141.0,?,2016.0,0.0,208.5,129.0,35.45,?,86.0,16.18,144.7,93.0,6.51,?,9.0,?,1.0,?,?,0
?,35.0,?,?,0.0,?,113.0,?,242.2,?,?,?,104.0,7.84,?,?,?,2.0,?,0.0,0
38.0,75.0,?,?,0.0,109.0,?,18.53,?,120.0,22.04,182.1,?,?,13.3,3.0,3.59,?,0.0,0.0,1
4.0,77.0,?,?,?,?,86.0,?,205.1,?,17.43,245.2,100.0,11.03,?,?,4.81,4.0,?,0.0,0
24.0,87.0,408.0,4552.0,?,?,?,?,?,133.0,?,287.9,?,?,?,?,?,?,?,0.0,0
37.0,?,415.0,?,?,161.1,?,?,198.8,?,?,228.4,?,10.28,?,4.0,?,?,?,?,0
12.0,?,?,?,0.0,198.1,93.0,33.68,236.1,?,?,?,?,?,12.6,?,?,2.0,?,0.0,0
1.0,55.0,?,2386.0,?,222.5,?,37.83,?,106.0,?,?,90.0,8.76,9.7,4.0,?,?,0.0,?,0
36.0,?,?,423.0,0.0,?,151.0,35.07,148.6,?,12.63,167.2,91.0,?,?,?,?,1.0,0.0,0.0,0
2.0,?,510.0,?,?,?,68.0,?,?,86.0,13.43,235.5,105.0,10.6,?,6.0,?,?,?,?,0
?,?,?,?,?,?,?,31.42,?,?,11.1,?,?,?,8.0,9.0,?,0.0,?,?,0
?,?,?,?,?,?,?,14.64,?,?,18.93,?,?,6.98,9.0,7.0,2.43,?,0.0,0.0,0
?,155.0,?,?,?,?,?,44.61,?,113.0,?,146.5,?,?,?,6.0,?,?,?,0.0,0
33.0,?,408.0,?,?,177.1,?,?,218.1,123.0,?,?,93.0,?,12.7,5.0,3.43,?,0.0,?,0
5.0,93.0,415.0,1000.0,?,?,104.0,20.5,?,?,?,?,?,8.21,9.6,?,?,?,0.0,?,0
?,111.0,?,?,0.0,187.8,107.0,31.93,246.0,?,20.91,?,88.0,7.92,10.5,?,2.84,0.0,0.0,?,0
15.0,?,?,3900.0,0.0,157.9,105.0,26.84,155.0,?,13.18,?,?,8.53,8.0,5.0,?,?,?,0.0,1
?,61.0,415.0,?,28.0,239.9,?,?,218.9,87.0,?,166.0,?,?,12.1,?,3.27,?,?,1.0,0
20.0,?,415.0,4882.0,?,106.6,?,18.12,?,89.0,?,235.8,?,?,9.6,8.0,?,2.0,?,?,0
21.0,100.0,510.0,1707.0,30.0,?,104.0,10.0,?,?,?,?,?,6.85,?,?,1.92,0.0,0.0,?,0
?,121.0,510.0,?,24.0,?,88.0,?,348.5,?,29.62,212.6,?,9.57,?,?,2.03,?,0.0,1.0,0
18.0,?,?,?,?,222.9,?,37.89,205.0,?,17.43,141.3,99.0,6.36,9.9,?,?,1.0,0.0,?,0
29.0,?,?,2744.0,41.0,174.7,?,?,?,93.0,?,?,?,?,13.4,?,3.62,0.0,?,1.0,0
?,125.0,?,?,0.0,?,82.0,40.92,?,?,22.9,187.1,74.0,8.42,?,?,2.73,?,0.0,0.0,1
1.0,?,415.0,4389.0,?,198.5,75.0,33.75,?,?,?,234.1,119.0,?,10.6,?,2.86,?,0.0,0.0,0
28.0,118.0,?,83.0,39.0,?,125.0,15.56,219.9,?,?,229.0,99.0,?,12.7,?,3.43,?,0.0,?,0
24.0,162.0,415.0,?,?,?,126.0,25.09,284.1,84.0,24.15,170.2,87.0,?,?,?,2.19,?,?,0.0,1
20.0,?,408.0,?,0.0,239.1,?,40.65,243.5,79.0,?,230.9,?,10.39,10.9,3.0,?,3.0,0.0,0.0,1
?,85.0,415.0,?,0.0,197.2,?,33.52,?,115.0,17.99,210.1,?,9.45,8.3,?,2.24,?,?,0.0,0
?,?,?,2105.0,?,?,109.0,?,170.6,?,?,?,74.0,9.23,9.9,4.0,2.67,0.0,?,?,0
46.0,?,415.0,?,0.0,?,?,39.12,?,?,18.02,174.9,119.0,7.87,13.2,?,3.56,?,0.0,?,0
49.0,?,?,?,?,?,59.0,?,223.1,?,?,?,104.0,9.86,?,?,2.65,0.0,0.0,?,0
22.0,?,415.0,?,28.0,?,107.0,32.74,195.5,74.0,16.62,109.7,?,?,6.8,5.0,1.84,?,0.0,?,0
12.0,?,510.0,?,?,?,?,?,175.1,83.0,14.88,210.6,84.0,?,10.2,?,?,3.0,0.0,?,0
20.0,156.0,?,715.0,0.0,?,133.0,13.89,242.5,?,?,?,112.0,?,?,6.0,?,3.0,0.0,0.0,0
?,?,?,?,0.0,?,72.0,40.66,188.5,?,16.02,?,116.0,4.75,8.8,3.0,?,?,0.0,?,0
34.0,99.0,415.0,3068.0,?,145.6,102.0,24.75,?,?,19.63,181.5,?,8.17,11.4,?,3.08,?,?,0.0,0
48.0,90.0,408.0,?,0.0,61.3,?,10.42,?,94.0,16.52,143.1,?,?,11.4,9.0,?,?,0.0,?,0
46.0,152.0,415.0,4814.0,0.0,?,?,33.51,130.1,76.0,11.06,?,?,?,?,?,2.0,?,0.0,?,0
3.0,?,?,?,0.0,208.1,?,35.38,?,?,15.13,195.9,?,?,?,9.0,?,3.0,0.0,?,0
?,?,?,927.0,0.0,?,126.0,?,209.8,65.0,?,?,126.0,10.28,0.0,?,?,?,0.0,?,0
?,72.0,510.0,3108.0,?,139.8,?,23.77,138.2,91.0,?,?,?,9.95,?,?,1.49,0.0,?,?,0
?,57.0,415.0,?,?,?,94.0,?,?,?,13.7,?,?,?,9.7,?,?,1.0,?,?,0
?,120.0,415.0,?,?,79.2,?,?,212.1,?,?,?,?,10.11,10.2,?,?,3.0,0.0,?,0
?,74.0,?,1893.0,?,?,136.0,30.16,240.3,?,20.43,237.3,?,10.68,12.0,3.0,3.24,?,0.0,?,0
?,140.0,?,3428.0,0.0,149.8,134.0,?,?,98.0,13.97,?,?,?,8.1,?,?,1.0,0.0,?,0
?,?,415.0,?,?,284.4,89.0,?,157.0,?,13.35,242.8,?,?,?,?,?,?,0.0,?,1
36.0,?,415.0,?,?,143.5,121.0,24.4,189.3,111.0,16.09,174.9,?,7.87,8.8,5.0,?,?,0.0,0.0,0
?,?,510.0,?,?,195.6,93.0,33.25,?,100.0,20.83,?,?,?,13.2,6.0,?,?,?,0.0,0
?,?,?,?,?,192.3,?,?,165.3,?,14.05,?,?,?,?,1.0,?,?,0.0,?,0
?,?,510.0,?,?,112.2,?,?,209.6,108.0,?,260.9,78.0,?,13.9,1.0,?,0.0,0.0,?,1
?,?,?,?,0.0,?,113.0,?,?,?,19.26,?,114.0,8.71,8.9,7.0,2.4,3.0,?,0.0,0
?,?,?,?,?,337.4,120.0,57.36,?,?,19.33,?,114.0,?,15.8,7.0,4.27,0.0,?,0.0,1
?,86.0,?,1134.0,41.0,?,101.0,?,230.0,?,?,?,?,10.66,?,?,?,?,0.0,1.0,0
16.0,100.0,?,?,0.0,?,82.0,?,?,?,?,?,93.0,6.47,?,?,2.24,5.0,?,0.0,0
8.0,?,?,?,29.0,?,97.0,30.58,?,?,?,?,76.0,?,?,?,?,3.0,?,1.0,0
18.0,?,?,1339.0,0.0,?,82.0,23.14,?,?,?,158.8,83.0,7.15,?,5.0,?,2.0,?,?,0
3.0,?,?,2170.0,?,?,?,31.01,?,?,?,174.4,110.0,7.85,?,2.0,?,?,0.0,1.0,0
?,?,415.0,4687.0,0.0,254.4,?,?,?,92.0,13.54,264.4,?,?,6.0,?,?,?,?,?,0
33.0,129.0,415.0,?,0.0,?,?,?,232.4,101.0,?,261.2,?,?,?,6.0,3.38,?,0.0,?,0
?,107.0,?,3272.0,14.0,114.3,132.0,?,?,91.0,?,194.7,74.0,?,?,8.0,?,?,0.0,?,0
?,16.0,?,1257.0,0.0,?,130.0,?,?,103.0,?,195.3,?,8.79,11.9,?,3.21,0.0,?,0.0,0
?,90.0,415.0,2457.0,30.0,168.2,103.0,?,220.9,75.0,?,224.3,105.0,10.09,?,2.0,?,0.0,?,1.0,0
19.0,?,?,811.0,0.0,?,?,36.86,187.8,?,15.96,?,108.0,6.21,?,?,?,0.0,0.0,?,0
?,41.0,415.0,4637.0,?,207.3,?,?,137.3,120.0,11.67,?,?,?,?,3.0,?,1.0,0.0,1.0,0
?,90.0,408.0,4954.0,?,?,126.0,?,?,118.0,?,?,?,?,?,4.0,?,1.0,?,?,0
43.0,?,?,?,27.0,?,51.0,26.64,236.5,?,20.1,?,111.0,5.54,?,?,?,2.0,0.0,1.0,0
?,?,?,?,0.0,?,107.0,35.99,?,?,?,?,?,9.15,7.4,7.0,2.0,0.0,?,0.0,0
?,?,?,?,0.0,247.8,?,42.13,?,?,11.05,?,125.0,6.04,6.9,?,1.86,?,?,0.0,0
?,?,415.0,651.0,?,?,91.0,33.54,305.8,?,?,?,105.0,7.69,?,?,1.81,?,?,0.0,0
?,136.0,415.0,3833.0,?,163.4,83.0,?,249.3,119.0,21.19,249.7,90.0,?,9.8,4.0,?,?,?,?,0
7.0,112.0,?,?,16.0,?,110.0,37.67,130.2,?,11.07,200.0,108.0,?,11.3,3.0,?,1.0,?,1.0,0
?,?,415.0,819.0,0.0,?,104.0,41.12,?,112.0,?,?,?,9.65,6.6,?,1.78,?,?,0.0,0
?,?,408.0,3791.0,0.0,190.4,?,?,?,?,13.44,271.5,?,12.22,11.2,4.0,3.02,?,0.0,?,0
24.0,85.0,?,?,?,165.8,?,28.19,190.0,?,16.15,?,116.0,6.48,10.9,?,2.94,?,?,0.0,1
35.0,?,?,1689.0,35.0,217.1,92.0,?,220.8,?,?,?,?,?,?,5.0,?,?,0.0,?,0
45.0,106.0,?,2180.0,?,?,?,?,?,79.0,24.67,250.3,?,11.26,8.1,2.0,2.19,?,0.0,?,0
19.0,?,415.0,?,?,?,?,48.5,?,111.0,11.12,181.8,?,8.18,?,?,?,?,?,?,0
?,100.0,?,2265.0,?,185.0,122.0,?,182.5,?,15.51,274.9,?,12.37,5.1,8.0,?,1.0,?,?,0
36.0,?,?,901.0,0.0,?,121.0,?,180.0,?,?,200.9,104.0,?,?,?,?,1.0,?,?,0
?,?,?,?,?,?,98.0,?,334.1,109.0,28.4,209.8,?,?,?,?,2.38,1.0,?,0.0,0
?,?,?,1389.0,?,?,96.0,?,257.1,?,21.85,?,?,9.4,?,8.0,3.27,0.0,0.0,0.0,0
35.0,123.0,408.0,4934.0,?,105.0,?,?,251.6,90.0,?,?,?,11.61,14.9,5.0,?,?,0.0,?,0
34.0,102.0,408.0,2467.0,?,134.0,83.0,22.78,234.3,128.0,?,?,?,?,?,?,?,?,?,?,1
?,?,?,4969.0,0.0,264.3,?,?,160.9,115.0,13.68,198.6,73.0,?,9.3,5.0,?,?,1.0,?,0
33.0,?,415.0,4989.0,?,205.0,?,34.85,?,60.0,?,158.6,?,?,?,5.0,?,?,0.0,?,0
2.0,85.0,415.0,?,?,96.7,?,16.44,?,?,?,171.7,?,?,9.7,3.0,2.62,?,?,?,0
22.0,?,?,?,32.0,?,129.0,?,225.9,?,19.2,?,95.0,8.63,?,7.0,2.3,0.0,0.0,?,0
?,?,?,?,?,?,?,?,?,?,23.21,215.8,113.0,9.71,9.0,4.0,?,?,?,?,0
?,?,?,?,?,201.3,?,?,152.8,66.0,?,233.2,101.0,?,?,4.0,2.03,1.0,?,?,0
?,143.0,?,?,0.0,160.4,?,?,?,?,?,?,85.0,8.21,?,4.0,1.86,3.0,0.0,0.0,0
25.0,144.0,?,2034.0,26.0,?,94.0,30.11,?,85.0,?,254.8,95.0,?,6.6,?,?,2.0,0.0,?,0
?,?,415.0,?,?,154.0,?,?,165.8,97.0,?,270.0,?,?,?,?,2.92,?,0.0,?,0
28.0,?,415.0,3831.0,?,159.1,106.0,27.05,?,101.0,?,?,108.0,?,?,?,?,1.0,?,1.0,0
?,71.0,?,?,0.0,211.2,70.0,?,?,?,21.48,?,104.0,10.16,12.3,?,3.32,0.0,?,?,0
?,?,?,385.0,0.0,?,103.0,37.42,200.4,?,17.03,?,147.0,?,7.4,?,2.0,2.0,?,?,0
?,?,?,920.0,22.0,?,83.0,47.79,?,?,12.21,?,128.0,10.77,11.2,?,?,1.0,?,?,0
?,?,?,1731.0,?,151.4,?,?,?,?,?,?,?,11.25,?,0.0,0.0,1.0,?,1.0,0
?,?,415.0,4333.0,?,?,?,34.8,126.8,?,10.78,202.8,?,?,?,4.0,?,?,?,?,0
29.0,?,408.0,?,?,162.3,99.0,27.59,212.5,?,18.06,?,114.0,9.66,?,?,?,4.0,0.0,0.0,0
?,110.0,415.0,?,?,170.1,?,28.92,216.6,98.0,?,225.0,?,?,10.8,?,2.92,?,0.0,0.0,0
41.0,?,415.0,1270.0,36.0,?,?,52.68,200.3,89.0,17.03,?,?,8.26,14.2,?,3.83,?,0.0,?,0
?,126.0,?,?,24.0,58.9,?,10.01,305.5,90.0,?,158.9,?,?,12.1,?,3.27,?,0.0,1.0,0
?,113.0,510.0,?,?,128.7,?,21.88,227.1,67.0,19.3,178.1,?,8.01,?,4.0,2.48,?,0.0,0.0,1
?,?,?,?,?,194.7,105.0,33.1,210.9,100.0,17.93,236.9,143.0,?,11.6,3.0,3.13,3.0,0.0,?,0
48.0,122.0,?,?,28.0,?,?,?,233.9,?,19.88,170.1,?,7.65,?,?,2.08,2.0,0.0,1.0,0
?,?,?,?,0.0,?,107.0,33.8,195.5,91.0,16.62,?,?,9.6,?,?,4.46,5.0,0.0,?,0
?,68.0,510.0,2511.0,?,172.7,95.0,?,139.1,90.0,?,?,?,7.84,11.7,?,?,2.0,0.0,0.0,0
?,?,?,1532.0,0.0,?,84.0,?,?,?,?,?,107.0,11.91,?,?,?,3.0,?,?,0
48.0,105.0,?,?,?,?,61.0,?,?,?,?,151.1,103.0,?,?,?,?,2.0,?,1.0,0
28.0,?,510.0,?,?,?,?,26.13,?,91.0,?,179.0,?,?,?,?,2.24,1.0,?,?,0
10.0,131.0,408.0,?,?,197.0,?,33.49,?,?,17.09,?,111.0,6.8,?,5.0,?,?,0.0,0.0,0
?,?,?,530.0,17.0,?,122.0,?,?,?,?,208.9,73.0,9.4,9.2,?,?,3.0,0.0,?,0
?,133.0,?,?,?,?,?,47.14,?,117.0,19.41,?,?,?,?,4.0,?,?,0.0,?,1
0.0,?,?,?,0.0,178.4,?,30.33,168.3,113.0,?,120.5,?,5.42,9.3,9.0,?,1.0,?,0.0,0
15.0,88.0,?,?,0.0,?,94.0,14.06,?,130.0,13.39,205.9,81.0,?,?,?,?,0.0,?,0.0,1
13.0,?,?,39.0,0.0,?,125.0,40.77,214.8,111.0,18.26,?,81.0,?,8.7,5.0,?,2.0,0.0,0.0,0
17.0,72.0,415.0,?,?,198.4,?,33.73,?,121.0,18.44,112.8,?,5.08,13.1,4.0,3.54,?,0.0,0.0,0
?,?,?,1949.0,0.0,?,115.0,41.6,258.6,?,21.98,231.3,112.0,10.41,?,?,?,1.0,0.0,?,1
1.0,?,415.0,635.0,0.0,222.0,99.0,37.74,?,?,?,?,?,9.18,?,?,2.21,?,?,0.0,1
?,?,?,1410.0,0.0,?,80.0,?,?,?,?,?,?,13.13,?,?,?,4.0,0.0,?,0
24.0,?,?,2903.0,0.0,?,129.0,?,224.6,87.0,19.09,?,102.0,13.78,10.8,?,?,?,?,?,0
35.0,?,415.0,475.0,0.0,?,106.0,?,?,105.0,?,?,114.0,?,9.8,?,?,0.0,0.0,?,0
?,126.0,415.0,?,30.0,?,90.0,26.08,151.4,?,12.87,?,97.0,?,12.8,4.0,?,?,?,1.0,1
?,?,?,3408.0,0.0,215.7,140.0,?,146.3,84.0,?,?,83.0,?,?,1.0,?,?,?,?,0
14.0,183.0,510.0,3738.0,0.0,?,?,18.41,183.6,116.0,?,176.6,?,?,13.5,2.0,3.65,?,?,0.0,0
1.0,?,?,?,0.0,?,98.0,?,?,121.0,?,182.2,?,?,?,4.0,?,0.0,?,0.0,0
37.0,92.0,?,824.0,0.0,?,94.0,19.48,?,?,?,?,?,?,8.3,5.0,?,?,0.0,?,0
?,95.0,?,1553.0,0.0,134.4,104.0,?,?,95.0,?,?,?,?,?,?,2.54,1.0,?,?,0
6.0,73.0,415.0,1523.0,47.0,?,117.0,29.53,204.0,?,?,174.6,94.0,?,6.3,?,1.7,2.0,?,?,0
?,109.0,510.0,?,?,159.6,?,27.13,151.0,126.0,12.84,142.1,?,?,?,4.0,?,?,?,?,1
?,162.0,408.0,?,?,177.1,?,?,114.7,122.0,9.75,?,?,6.91,6.5,6.0,?,?,0.0,?,0
?,?,?,2890.0,?,?,?,?,134.5,115.0,?,?,?,13.44,9.0,6.0,?,?,?,?,1
?,?,415.0,?,0.0,?,?,?,?,?,17.35,171.3,84.0,7.71,?,?,?,3.0,0.0,0.0,0
?,?,?,?,0.0,?,89.0,38.11,?,?,26.77,?,121.0,8.23,16.1,3.0,?,?,0.0,0.0,1
?,52.0,?,?,?,251.4,118.0,?,?,80.0,16.71,192.0,?,8.64,11.0,?,2.97,?,1.0,?,1
49.0,?,?,3184.0,0.0,143.7,?,?,?,99.0,14.51,?,95.0,?,?,?,?,?,?,?,0
?,93.0,?,?,?,?,?,27.97,230.9,?,?,149.9,?,?,9.9,3.0,?,?,?,0.0,0
37.0,?,415.0,?,0.0,?,109.0,?,?,?,12.45,137.6,?,?,?,?,?,?,0.0,0.0,0
23.0,76.0,?,?,0.0,?,?,28.63,?,83.0,?,147.4,117.0,6.63,8.0,?,?,1.0,?,0.0,0
?,?,?,2284.0,?,212.1,?,?,189.4,?,?,352.2,?,?,?,?,?,3.0,?,?,0
?,?,415.0,4820.0,0.0,279.1,124.0,?,180.5,108.0,15.34,?,104.0,?,?,11.0,?,?,0.0,0.0,1
21.0,?,408.0,?,?,154.1,104.0,?,204.2,?,17.36,196.2,92.0,8.83,?,?,?,2.0,?,?,0
47.0,184.0,?,880.0,0.0,?,93.0,25.79,178.5,?,15.17,?,111.0,10.31,?,?,?,2.0,0.0,?,0
?,?,510.0,?,?,230.6,40.0,39.2,?,?,16.07,162.2,?,?,9.4,2.0,2.54,?,0.0,?,0
46.0,122.0,415.0,?,?,136.7,115.0,?,?,137.0,20.66,?,?,?,8.6,4.0,?,?,0.0,0.0,0
?,?,415.0,4098.0,?,191.3,?,32.52,?,88.0,14.22,?,?,?,10.2,?,?,?,?,0.0,1
?,110.0,510.0,1406.0,0.0,?,?,?,95.1,?,?,?,129.0,8.03,?,?,2.16,?,?,0.0,0
?,?,415.0,?,?,317.8,?,54.03,?,100.0,13.0,?,?,5.55,?,7.0,?,?,?,?,1
?,?,?,?,0.0,?,102.0,?,?,?,?,?,?,10.54,2.0,7.0,?,1.0,?,0.0,0
?,57.0,?,131.0,0.0,115.0,65.0,?,?,?,10.4,?,75.0,11.03,?,?,?,0.0,?,?,1
?,?,415.0,?,?,?,?,?,218.4,?,18.56,?,?,13.1,?,2.0,?,3.0,0.0,?,0
?,?,408.0,?,?,195.4,?,33.22,268.2,93.0,22.8,?,?,?,8.4,6.0,2.27,?,?,1.0,0
?,?,415.0,1825.0,0.0,?,?,44.27,146.0,?,12.41,?,87.0,?,11.5,?,?,?,?,?,0
?,?,510.0,?,?,199.7,?,?,?,92.0,?,264.0,?,?,?,4.0,?,?,?,?,1
7.0,80.0,?,26.0,?,51.5,90.0,8.76,?,98.0,?,?,80.0,?,?,?,?,3.0,0.0,?,0
?,114.0,?,?,?,?,?,?,290.0,110.0,24.65,177.1,?,7.97,?,5.0,3.13,1.0,0.0,?,0
24.0,106.0,?,708.0,0.0,?,104.0,?,78.3,?,6.66,?,?,10.47,0.0,?,0.0,2.0,?,?,0
41.0,86.0,415.0,?,0.0,?,75.0,38.06,155.7,109.0,13.23,?,143.0,6.76,7.3,?,1.97,1.0,0.0,0.0,0
26.0,173.0,?,?,?,?,?,?,118.1,?,10.04,230.1,131.0,10.35,13.3,?,?,1.0,0.0,?,0
